ID,Date,Item #,Description,Category,Qty,Retail,Subtotal,Discount
7570,2020-08-12,210000002526,"Shimano, EBBUN26B22X, BB-UN26, Square, BB Shell: 68mm, Axle: 122.5mm, Steel, Silver",Product,1,$20.00,$20.00,$0.00
7570,2020-08-12,210000000079,Install Sealed BB *Sealed Cartridge*,Labour,1,$30.00,$30.00,$0.00
7571,2020-08-13,210000000000," (Work order #1829, Item: Sprite 27 Brown
Install rear derailleur set up gears

Called 08/12/20)",Quote,1,$0.00,$0.00,$0.00
7571,2020-08-13,210000001568,"Shimano, Tourney FT RD-FT35-A, Rear derailleur, 6/7sp., w/adapters, SS",Product,1,$20.00,$20.00,$0.00
7571,2020-08-13,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
7571,2020-08-13,210000000100,Install Rear Derailleur,Labour,1,$20.00,$20.00,$0.00
7572,2020-08-13,210000001890,700 X 28-35 PV(48) TUBE,Product,1,$8.00,$8.00,$0.00
7572,2020-08-13,210000000366,"Evo, Corsair, 700x23C, Wire, Clincher, 30TPI, 100PSI, Black",Product,1,$20.00,$20.00,$0.00
7572,2020-08-13,210000000000, (700 x 23 PV Tube),Labour,1,$7.00,$7.00,$0.00
7573,2020-08-13,210000000000," (Work order #1805, Item: Infinity Telluride White/blue
Rear hub)",Quote,1,$0.00,$0.00,$0.00
7573,2020-08-13,210000000000, (175mm rear axle),Labour,1,$15.00,$15.00,$0.00
7573,2020-08-13,210000000000, (rear wheel bearing),Labour,2,$5.00,$10.00,$0.00
7573,2020-08-13,210000000000, (Service Rear Hub),Labour,1,$15.00,$15.00,$0.00
7574,2020-08-13,210000000000," (Work order #1803, Item: Raleigh Oasis Black
Silver tune Remove rear rack Remove front fender)",Quote,1,$0.00,$0.00,$0.00
7574,2020-08-13,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
7574,2020-08-13,210000002678,CENTRAL SLD MAT BLK L/XL,Product,1,$115.00,$115.00,$0.00
7575,2020-08-13,210000002878,"EVO, PK-1 Inner Tube Patch Kit (Tub 100)",Product,1,$5.00,$5.00,$0.00
7576,2020-08-13,210000000000,"Michelin, Country Junior, Tire, 16''x1.75, Wire, Clincher, 22TPI, Black (170034801)",Labour,1,$20.00,$20.00,$1.60
7577,2020-08-13,210000002866,"Mirrycle, Brass Duet Bell, Brass",Product,1,$20.00,$20.00,$0.00
7578,2020-08-13,210000001850,EMOJI BELL - GRIN,Product,1,$18.00,$18.00,$1.80
7578,2020-08-13,0,VITAMIN A BLUE L/20.5 (Hi9060364),Special Order,1,$650.00,$650.00,$0.00
7579,2020-08-13,210000000220,MOUNTAIN MIRRYCLE MIRROR,Product,2,$29.99,$59.98,$0.00
7580,2020-08-13,210000000181,SUPER TOURIST RACK DX,Product,1,$69.99,$69.99,$7.00
7580,2020-08-13,210000003100,MTX TRUNK BAG DXP,Product,1,$155.00,$155.00,$15.50
7580,2020-08-13,0,VITAMIN A BLUE L/20.5 (H19D60233),Special Order,1,$650.00,$650.00,$0.00
7580,2020-08-13,210000003144,"OnGuard, Bulldog DT 8012, U-Lock, 13 mm x 115mm x 230mm / 10mm x 120cm (13mm x 4.5'' x 9'' / 10mm x 4')",Product,1,$60.00,$60.00,$6.00
7581,2020-08-14,210000000000," (Work order #1592, Item: Opus Mikra Blk
Bleed rear brake Replace rear tire Go through and make sure all is working correctly.)",Quote,1,$0.00,$0.00,$0.00
7581,2020-08-14,210000002967,49N STD 26 x 1.95-2.40 SV,Product,2,$7.00,$14.00,$0.00
7581,2020-08-14,210000003156,TEKTRO HD-M285 HYD DISC BRK FR,Product,1,$65.00,$65.00,$0.00
7581,2020-08-14,210000003096,TEKTRO HD-M285 HYD DISC BRK RR,Product,1,$65.00,$65.00,$0.00
7581,2020-08-14,210000003244,"SRAM, CENTERLINE CENTERLOCK BLACK, 160mm",Product,2,$63.99,$127.98,$0.00
7581,2020-08-14,210000003168,SWB RAPID ROB KG SBC 26x2.10W,Product,1,$35.00,$35.00,$0.00
7582,2020-08-14,210000002826,ELEMENTS RG MEN'S,Product,1,$40.00,$40.00,$0.00
7584,2020-08-14,210000000000," (Work order #1797, Item: Supercycle 24 Vice Red
Chain falling off 

Called 08/12/20)",Quote,1,$0.00,$0.00,$0.00
7584,2020-08-14,210000002964,KMC Z7 CHAIN 7SP GRY/BRN,Product,1,$15.00,$15.00,$0.00
7584,2020-08-14,210000002860,"Shimano, Tourney RD-TX800, Rear derailleur, 7-8sp., SGS",Product,1,$30.00,$30.00,$0.00
7584,2020-08-14,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
7585,2020-08-14,210000002763,"49N STD 24 x 1.50-1.95"" S/V40",Product,1,$7.00,$7.00,$0.00
7585,2020-08-14,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
7586,2020-08-14,210000001825,26 X 1.00-1.50 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
7587,2020-08-14,210000002809,SRAM PC-X1 11S CHAIN SLV-BLK,Product,1,$40.00,$40.00,$0.00
7588,2020-08-14,210000003168,SWB RAPID ROB KG SBC 26x2.10W,Product,2,$35.00,$70.00,$0.00
7588,2020-08-14,210000002826,ELEMENTS RG MEN'S,Product,1,$40.00,$40.00,$0.00
7588,2020-08-14,210000000000, (Bearings),Labour,2,$5.00,$10.00,$0.00
7588,2020-08-14,210000000000, (Front Axle),Labour,1,$15.00,$15.00,$0.00
7589,2020-08-14,210000002973,SERFAS E-GEL CRUISER W/CUT OUT,Product,1,$60.00,$60.00,$0.00
7590,2020-08-14,210000000000," (Work order #1683, Item: Santa Cruz Tallboy Black/blue / L
Ready on 25/06 at 3:02 pm)",Quote,1,$0.00,$0.00,$0.00
7590,2020-08-14,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
7590,2020-08-14,210000000230,JAG RD SPRT SLK SS BRK 100PCS,Product,2,$5.00,$10.00,$0.00
7590,2020-08-14,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,5,$1.00,$5.00,$0.00
7590,2020-08-14,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,5,$1.00,$5.00,$0.00
7590,2020-08-14,210000000000, (Fox Float Replacement Valve),Labour,1,$75.83,$75.83,$0.00
7590,2020-08-14,210000003110,SUNRACE CSMX8 CASS 11SP 11-42T,Product,1,$72.00,$72.00,$0.00
7590,2020-08-14,210000000000, (Wolftooth Drop Stop),Labour,1,$135.99,$135.99,$0.00
7591,2020-08-14,210000001613,DRIFTER MIPS M/GCRSM/BLK M,Product,1,$130.00,$130.00,$0.00
7592,2020-08-14,210000002769,49N STD 700C x 28-35MM S/V40,Product,1,$7.00,$7.00,$0.00
7592,2020-08-14,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
7592,2020-08-14,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7593,2020-08-14,210000003195,CLICK USB FRONT LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7595,2020-08-14,210000001659,TUBES 700 X 18-25 -PV 42MM,Product,5,$7.00,$35.00,$0.00
7595,2020-08-14,210000001538,ACS PAWS FWL,Product,1,$35.00,$35.00,$0.00
7595,2020-08-14,210000000125,Install Tube,Labour,2,$10.00,$20.00,$0.00
7596,2020-08-14,210000000064,Bike Wash Bolt Tighten,Product,1,$35.00,$35.00,$0.00
7597,2020-08-14,210000000148,20 X 1.75-2.125 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
7598,2020-08-15,210000000000," (Work order #1835, Item: Roundtail White
Ready on 13/08 at 11:26 am
Bike Build Check rim tape. May need new)",Quote,1,$0.00,$0.00,$0.00
7598,2020-08-15,210000000000, (Bike Build),Labour,1,$70.00,$70.00,$0.00
7599,2020-08-15,210000000000," (Work order #1814, Item: Kona Bronze
Silver tune Change tires)",Quote,1,$0.00,$0.00,$0.00
7599,2020-08-15,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
7599,2020-08-15,210000003168,SWB RAPID ROB KG SBC 26x2.10W,Product,2,$35.00,$70.00,$0.00
7599,2020-08-15,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
7599,2020-08-15,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,1,$1.00,$1.00,$0.00
7600,2020-08-15,210000001672,FORAY MIPS MATBLACK/WHITE M,Product,1,$120.00,$120.00,$18.00
7601,2020-08-15,210000000000," (Work order #1812, Item: Sanctuary 3 Purple/Wht
Silver tune brakes are squeaking check tires 

Called 08/13/20)",Quote,1,$0.00,$0.00,$0.00
7601,2020-08-15,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
7601,2020-08-15,210000001574,"Basil, Polka Dot, Bell, 80mm, White/Black Dots",Product,1,$28.00,$28.00,$0.00
7602,2020-08-15,210000001991,"EVO, Presta valve adapter",Product,1,$2.00,$2.00,$0.00
7602,2020-08-15,210000002825,SERFAS E-GEL CRUISER ELAST-VIN,Product,1,$70.00,$70.00,$0.00
7602,2020-08-15,210000000000, (26 x 2.0-2.4 PV Tube),Labour,1,$7.00,$7.00,$0.00
7603,2020-08-15,210000000000," (Work order #1652, Item: Supercycle Grey
replace/repair front derailleur

Called aug 15)",Quote,1,$0.00,$0.00,$0.00
7603,2020-08-15,210000003141,"KMC, MissingLink, 6/7/8 speed IG,",Product,1,$8.00,$8.00,$0.00
7603,2020-08-15,210000003249,SUNRACE FDM2A FD BP 28.6/31.8,Product,1,$10.00,$10.00,$0.00
7603,2020-08-15,210000000000, (Install Derailleur),Labour,1,$20.00,$20.00,$0.00
7604,2020-08-15,210000000000," (Work order #1831, Item: Wheel  Steel
RWT)",Quote,1,$0.00,$0.00,$0.00
7604,2020-08-15,210000003242,"Wheel Shop, Evo Tour 19 Black/ Formula FM-31, Wheel, Rear, 700C / 622, Holes: 36, Bolt-on, 135mm, Rim, Freewheel",Product,1,$60.00,$60.00,$0.00
7604,2020-08-15,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
7605,2020-08-15,210000001890,700 X 28-35 PV(48) TUBE,Product,2,$8.00,$16.00,$0.00
7606,2020-08-15,210000000000," (Work order #1827, Item: Raleigh Blue
Tighten non drive side crank Chain skips

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7606,2020-08-15,210000000000, (Cotter Pin),Labour,1,$10.00,$10.00,$0.00
7606,2020-08-15,210000000000, (Reset Gears),Labour,1,$30.00,$30.00,$0.00
7606,2020-08-15,210000003195,CLICK USB FRONT LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7606,2020-08-15,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7607,2020-08-15,210000003455,"EVO, Presta, Tube, Length: 48mm, 700C, 35-44C",Product,2,$9.00,$18.00,$0.00
7608,2020-08-15,210000000000, (Bearing),Labour,1,$7.00,$7.00,$0.00
7609,2020-08-15,210000000000," (Work order #1768, Item: CCM Blk/Blu
New rear wheel needed 26"" rim brake Will refund repair and put towards new wheel

*called Aug 11th*)",Quote,1,$0.00,$0.00,$0.00
7609,2020-08-15,210000000000," (Work order #1834, Item: CCM Blk/Blu
Ready on 13/08 at 10:22 am
Install new 26"" wheel as per order #1768 install new front basket

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7609,2020-08-15,210000003047,WALD CLIP-ON BASKET-LARGE,Product,1,$55.00,$55.00,$0.00
7609,2020-08-15,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7609,2020-08-15,210000003241,"Wheel Shop, Alex DM18 Black/ Formula FM-31-QR, Wheel, Rear, 26'' / 559, Holes: 36, QR, 135mm, Rim, Freewheel",Product,1,$81.99,$81.99,$0.00
7609,2020-08-15,210000000131,True Rear Wheel,Labour,-1,$30.00,-$30.00,$0.00
7609,2020-08-15,210000002215,spoke,Product,-3,$2.00,-$6.00,$0.00
7610,2020-08-15,210000000000," (Work order #1818, Item: Jamis Green
Gold Tune)",Quote,1,$0.00,$0.00,$0.00
7610,2020-08-15,210000000364,Bike Tune,Labour,1,$90.00,$90.00,$0.00
7611,2020-08-15,210000001390,"Kenda, Tube, Schrader, 48mm, 26x1.90-2.125",Product,2,$9.00,$18.00,$0.00
7612,2020-08-15,210000001618,SPARK MIPS MAT BLACK,Product,1,$100.00,$100.00,$0.00
7613,2020-08-15,210000002657,CHAKRA SOLO SLD TNM S/M,Product,1,$60.00,$60.00,$0.00
7614,2020-08-15,210000000000," (Work order #1840, Item: MTB Red
Strip everything except seat & post, bars, brakes & wheels)",Quote,1,$0.00,$0.00,$0.00
7614,2020-08-15,210000000087,Adjust Front *V-Brake*,Labour,1,$10.00,$10.00,$0.00
7614,2020-08-15,210000000000, (Disassembly Required),Labour,1,$25.00,$25.00,$0.00
7614,2020-08-15,210000000088,Adjust Rear *V-Brake*,Labour,1,$10.00,$10.00,$0.00
7614,2020-08-15,210000000000, (Discount Wheel True),Labour,1,$15.00,$15.00,$0.00
7615,2020-08-15,210000000000," (Work order #1843, Item: NS Movement Grey
Front hub exploded

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7615,2020-08-15,210000000000," (Work order #1844, Item: Norco Storm Neon green
RD is messed up

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7615,2020-08-15,210000001566,"Shimano, Acera RD-M360, Rear derailleur, 7/8sp., Black, SGS",Product,1,$45.00,$45.00,$0.00
7615,2020-08-15,210000000100,Install Rear Derailleur,Labour,1,$20.00,$20.00,$0.00
7615,2020-08-15,210000000000, (Front Axle),Labour,1,$15.00,$15.00,$0.00
7615,2020-08-15,210000000000, (Front Wheel Bearings),Labour,2,$5.00,$10.00,$0.00
7615,2020-08-15,210000000000, (Part installation ),Labour,1,$30.00,$30.00,$0.00
7616,2020-08-18,210000001806,SWB ROAD CRUISER KG 700x35W,Product,1,$29.99,$29.99,$0.00
7616,2020-08-18,210000000940,700 X 28-35 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
7616,2020-08-18,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7617,2020-08-18,210000000000," (Work order #1813, Item: Bontrager Wheel Black
True wheel don't fix flat)",Quote,1,$0.00,$0.00,$0.00
7617,2020-08-18,210000000131,True Rear Wheel,Labour,1,$30.00,$30.00,$0.00
7617,2020-08-18,210000001662,WET LUBE 4OZ A57+A57,Product,1,$15.00,$15.00,$0.00
7617,2020-08-18,210000002678,CENTRAL SLD MAT BLK L/XL,Product,1,$115.00,$115.00,$0.00
7617,2020-08-18,210000002717,PODIUM 21OZ FIERY RED,Product,1,$20.00,$20.00,$0.00
7618,2020-08-18,210000002763,"49N STD 24 x 1.50-1.95"" S/V40",Product,1,$7.00,$7.00,$0.00
7618,2020-08-18,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7619,2020-08-18,210000002971,SERFAS HYBRID RX SADDLE-LYCRA,Product,1,$70.00,$70.00,$0.00
7620,2020-08-18,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7621,2020-08-18,210000000000,spoke (305mm),Labour,6,$2.00,$12.00,$0.00
7622,2020-08-18,210000000735,CR2032 3v battery,Product,3,$1.00,$3.00,$0.00
7622,2020-08-18,210000003196,CLICK USB REAR LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7622,2020-08-18,210000003195,CLICK USB FRONT LIGHT BLACK,Product,1,$30.00,$30.00,$0.00
7623,2020-08-18,210000001825,26 X 1.00-1.50 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
7623,2020-08-18,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7624,2020-08-18,210000000000," (Work order #1801, Item: Norco Storm Black
New RD on order, do any other work as per necessary

*new RD on back order HLC*)",Quote,1,$0.00,$0.00,$0.00
7624,2020-08-18,210000000000, (Install Chain),Labour,1,$15.00,$15.00,$0.00
7624,2020-08-18,210000000000, (True Rear Wheel (1/2 Off)),Labour,1,$15.00,$15.00,$0.00
7624,2020-08-18,210000002811,SRAM PC951 CHAIN 9SPD,Product,1,$30.00,$30.00,$0.00
7626,2020-08-18,210000000000," (Work order #1838, Item: Supercy6cle Red
Rear shifter not working. Won't stay in gear. Replace rear tire. 

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7626,2020-08-18,210000000000, (Repair Rear Shifter),Labour,1,$15.00,$15.00,$0.00
7627,2020-08-18,210000003251,Wahoo Element Roam,Labour,1,$550.00,$550.00,$0.00
7628,2020-08-18,210000000211,49N DLX CORK BAR TAPE - BLACK,Product,1,$25.00,$25.00,$0.00
7629,2020-08-18,210000000000," (Work order #1858, Item:  Pink
Ready on 18/08 at 2:22 pm
Repair front and rear flat)",Quote,1,$0.00,$0.00,$0.00
7629,2020-08-18,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7629,2020-08-18,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7629,2020-08-18,210000000819,18 X  1.75-2.35 SV(35) TUBE,Product,2,$7.00,$14.00,$0.00
7631,2020-08-18,210000001894,SRAM PC850 CHAIN 8SPD,Product,1,$25.00,$25.00,$0.00
7632,2020-08-18,210000002085,"Brooks, Proofide, Leather treatment, 40g",Product,1,$26.00,$26.00,$0.00
7633,2020-08-18,210000002735,ZAFFIRO PRO 28-622 FOLD BLACK G2.0,Product,1,$50.00,$50.00,$0.00
7633,2020-08-18,210000002771,49N STD 700C x 23-28MM P/V48,Product,1,$7.00,$7.00,$0.00
7633,2020-08-18,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
7634,2020-08-18,210000000000," (Work order #1793, Item: Devinci Blackbird Black Blue
Warranty Tune)",Quote,1,$0.00,$0.00,$0.00
7635,2020-08-22,210000002110,TIRE SEALANT / 2 FL OZ,Product,2,$5.00,$10.00,$0.00
7635,2020-08-22,210000002483,KMC KMC MISSING LINK,Product,1,$5.00,$5.00,$0.00
7635,2020-08-22,210000002810,SRAM PC1051 CHAIN 10SPD,Product,1,$35.00,$35.00,$0.00
7635,2020-08-22,210000000126,Install Multi-Speed Chain,Labour,1,$30.00,$30.00,$0.00
7635,2020-08-22,210000003250,CRANK BRO CANDY 2 PEDAL GREEN,Product,1,$135.00,$135.00,$0.00
7636,2020-08-19,210000000000," (Work order #1826, Item: Nakamura Blue
Bike was in an accident Repair chain Adjust gears Adjust brakes

Called 08/15/20)",Quote,1,$0.00,$0.00,$0.00
7636,2020-08-19,210000000000, (Bike Adjust),Labour,1,$35.00,$35.00,$0.00
7637,2020-08-19,210000001890,700 X 28-35 PV(48) TUBE,Product,1,$8.00,$8.00,$0.00
7637,2020-08-19,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7638,2020-08-19,210000000477,"Muc-Off, Wash, Protect & Lube, Maintenance Kit - Wet Lube",Product,1,$50.00,$50.00,$0.00
7639,2020-08-19,210000001709,ISODE MIPS MAT BLK UA,Product,1,$70.00,$70.00,$0.00
7640,2020-08-19,210000000211,49N DLX CORK BAR TAPE - BLACK,Product,1,$25.00,$25.00,$0.00
7640,2020-08-19,210000000000, (Brake cable adjust),Labour,1,$5.00,$5.00,$0.00
7641,2020-08-19,210000001991,"EVO, Presta valve adapter",Product,1,$2.00,$2.00,$0.00
7641,2020-08-19,210000000000, (26 x 1.5-1.75 ),Labour,4,$6.29,$25.16,$0.00
7642,2020-08-19,210000000469,"Muc-Off, Ceramic Dry Lubricant, 120ml with UV Torch",Product,1,$22.00,$22.00,$0.00
7643,2020-08-19,210000002971,SERFAS HYBRID RX SADDLE-LYCRA,Product,1,$70.00,$70.00,$0.00
7644,2020-08-19,210000003344,CRABRO SPEEDIER LVR BLK PKG(1),Product,1,$11.00,$11.00,$0.00
7644,2020-08-19,210000001957,700X 18X25 PRESTA 48MM TUBE,Product,2,$7.50,$15.00,$0.00
7645,2020-08-19,210000002971,SERFAS HYBRID RX SADDLE-LYCRA,Product,-1,$70.00,-$70.00,$0.00
7646,2020-08-19,210000001957,700X 18X25 PRESTA 48MM TUBE,Product,1,$7.50,$7.50,$0.00
7646,2020-08-19,210000000366,"Evo, Corsair, 700x23C, Wire, Clincher, 30TPI, 100PSI, Black",Product,2,$20.00,$40.00,$0.00
7647,2020-08-19,210000001861,49N SILICONE GRIP - BLACK,Product,1,$20.00,$20.00,$0.00
7649,2020-08-19,210000000346,SRM GX-1000 GXP 11S 32 175 BLK,Product,1,$162.00,$162.00,$0.00
7649,2020-08-19,210000001263,"Sram, GXP Team English, BSA, 68/73mm, 24/22mm, Steel, Silver, 00.6415.045.000",Product,1,$56.30,$56.30,$11.26
7650,2020-08-19,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7650,2020-08-19,210000000000, (26 x 2.0-2.4 PV Tube),Labour,1,$8.49,$8.49,$0.00
7650,2020-08-19,210000002625,ESI GRIPS RACERS EDGE BLUE,Product,1,$25.00,$25.00,$0.00
7651,2020-08-19,210000002628,ESI GRIPS RACERS EDGE ORANGE,Product,1,$25.00,$25.00,$0.00
7652,2020-08-19,210000000000," (Work order #1860, Item: Bridgestone MB-0 Dark gray, white, black, red / Smol / Nope
Ready on 18/08 at 4:03 pm
1. Set shifter
2. Set brakes
3. Double check steerer tightness?
4. Charge it and send it)",Quote,1,$0.00,$0.00,$0.00
7652,2020-08-19,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,2,$1.60,$3.20,$0.00
7652,2020-08-19,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$1.33,$1.33,$0.00
7652,2020-08-19,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,3,$0.50,$1.50,$0.00
7652,2020-08-19,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,2,$0.40,$0.80,$0.00
7653,2020-08-20,210000000000," (Work order #1862, Item: Montague silver
repair front and rear flats)",Quote,1,$0.00,$0.00,$0.00
7653,2020-08-20,210000002769,49N STD 700C x 28-35MM S/V40,Product,1,$7.00,$7.00,$0.00
7653,2020-08-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7654,2020-08-20,210000000000," (Work order #1836, Item: Trek Silver
Adjust rear brake Adjust shifting Check chain)",Quote,1,$0.00,$0.00,$0.00
7654,2020-08-20,210000000000," (Work order #1837, Item: Specialized Blk/Yellow
Repair rear flat Adjust rear brakes Adjust gears)",Quote,1,$0.00,$0.00,$0.00
7654,2020-08-20,210000002769,49N STD 700C x 28-35MM S/V40,Product,1,$7.00,$7.00,$0.00
7654,2020-08-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7654,2020-08-20,210000000104,Adjust Front Derailleur,Labour,1,$15.00,$15.00,$0.00
7654,2020-08-20,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
7654,2020-08-20,210000000104,Adjust Front Derailleur,Labour,1,$15.00,$15.00,$0.00
7654,2020-08-20,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
7654,2020-08-20,210000000088,Adjust Rear *V-Brake*,Labour,1,$10.00,$10.00,$0.00
7654,2020-08-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
7654,2020-08-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
7655,2020-08-20,210000002679,DANU SLD MAT CEM S/M,Product,1,$90.00,$90.00,$0.00
7655,2020-08-20,210000001856,"9N ADJ STEM,1 1/8,31.8,95,SLV",Product,1,$35.00,$35.00,$0.00
7656,2020-08-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
7656,2020-08-20,210000000940,700 X 28-35 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
7657,2020-08-20,210000000000," (Work order #1815, Item: Trek Blk/Red
Replace chain adjust gears)",Quote,1,$0.00,$0.00,$0.00
7657,2020-08-20,210000001894,SRAM PC850 CHAIN 8SPD,Product,1,$25.00,$25.00,$0.00
7657,2020-08-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
7657,2020-08-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
7657,2020-08-20,210000001566,"Shimano, Acera RD-M360, Rear derailleur, 7/8sp., Black, SGS",Product,1,$45.00,$45.00,$0.00
7657,2020-08-20,210000000000, (Install Derailleur & Chain),Labour,1,$35.00,$35.00,$0.00
7658,2020-08-20,210000000000," (Work order #1815, Item: Trek Blk/Red
Replace chain adjust gears)",Quote,-1,$0.00,$0.00,$0.00
7658,2020-08-20,210000000000, (Install Derailleur & Chain),Labour,-1,$35.00,-$35.00,$0.00
7658,2020-08-20,210000001566,"Shimano, Acera RD-M360, Rear derailleur, 7/8sp., Black, SGS",Product,-1,$45.00,-$45.00,$0.00
7658,2020-08-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,-1,$5.00,-$5.00,$0.00
7658,2020-08-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,-3,$1.00,-$3.00,$0.00
7658,2020-08-20,210000001894,SRAM PC850 CHAIN 8SPD,Product,-1,$25.00,-$25.00,$0.00
7659,2020-08-20,210000000000, (replace chain adjust gears install Derailleur & Chain),Labour,1,$35.00,$35.00,$0.00
7659,2020-08-20,210000001567,"Shimano, Acera RD-M360, Rear derailleur, 7/8sp., Silver, SGS",Product,1,$45.00,$45.00,$0.00
7659,2020-08-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
7659,2020-08-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
7659,2020-08-20,210000001894,SRAM PC850 CHAIN 8SPD,Product,1,$25.00,$25.00,$0.00
7660,2020-08-20,210000000000," (Work order #1866, Item: CCM Red
Handlebars won't tighten Adjust brakes Check over gears)",Quote,1,$0.00,$0.00,$0.00
7660,2020-08-20,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
7660,2020-08-20,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
7660,2020-08-20,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,4,$1.00,$4.00,$0.00
7660,2020-08-20,210000000087,Adjust Front *V-Brake*,Labour,1,$10.00,$10.00,$0.00
